time,temperature,ch1,ch3,ch5
5.139300000000000182e+03,4.568481445312500000e+01,6.812499999999976907e-02,1.566999999999999993e+01,-2.515625000000110134e-02
5.139399999999999636e+03,4.559326171875000000e+01,8.562499999999984013e-02,1.551999999999999957e+01,-2.515625000000110134e-02
5.139500000000000000e+03,4.553833007812500000e+01,6.562499999999982236e-02,1.554999999999999893e+01,-1.148437500000110134e-02
5.139600000000000364e+03,4.572143554687500000e+01,2.779999999999999805e+00,1.564000000000000057e+01,1.552796875000000121e+01
5.139699999999999818e+03,4.544677734375000000e+01,2.794999999999999929e+00,1.536999999999999922e+01,1.550335937500000050e+01
5.139800000000000182e+03,4.586791992187500000e+01,2.877499999999999947e+00,1.562999999999999901e+01,1.546343750000000128e+01
5.139899999999999636e+03,4.577636718750000000e+01,2.830000000000000071e+00,1.525000000000000000e+01,1.547820312500000028e+01
5.140000000000000000e+03,4.570312500000000000e+01,2.842499999999999805e+00,1.535749999999999993e+01,1.546945312500000114e+01
5.140100000000000364e+03,4.586791992187500000e+01,2.839999999999999858e+00,1.572000000000000064e+01,1.547109375000000142e+01
5.140199999999999818e+03,4.724121093750000000e+01,2.834999999999999964e+00,1.537999999999999901e+01,1.548640624999999993e+01
5.140300000000000182e+03,4.768066406250000000e+01,2.892500000000000071e+00,1.565000000000000036e+01,1.549789062500000014e+01
5.140399999999999636e+03,4.757080078125000000e+01,2.902499999999999858e+00,1.566000000000000014e+01,1.550828125000000135e+01
5.140500000000000000e+03,4.749755859375000000e+01,2.935000000000000053e+00,1.541000000000000014e+01,1.550609375000000156e+01
5.140600000000000364e+03,5.011596679687500000e+01,2.907500000000000195e+00,1.542999999999999972e+01,1.550281250000000099e+01
5.140699999999999818e+03,5.031738281250000000e+01,2.904999999999999805e+00,1.550999999999999979e+01,1.545250000000000057e+01
5.140800000000000182e+03,5.072021484375000000e+01,2.932500000000000107e+00,1.565000000000000036e+01,1.549625000000000163e+01
5.140899999999999636e+03,5.061035156250000000e+01,2.935000000000000053e+00,1.558999999999999986e+01,1.548531250000000092e+01
5.141000000000000000e+03,5.132446289062500000e+01,2.939999999999999947e+00,1.527999999999999936e+01,1.551921875000000028e+01
5.141100000000000364e+03,5.469360351562500000e+01,2.987499999999999822e+00,1.547000000000000064e+01,1.546179687500000099e+01
5.141199999999999818e+03,5.441894531250000000e+01,2.950000000000000178e+00,1.562749999999999950e+01,1.552250000000000085e+01
5.141300000000000182e+03,5.478515625000000000e+01,2.959999999999999964e+00,1.577249999999999908e+01,1.554984375000000085e+01
