time,temperature,ch1,ch3,ch5
2.633800000000000182e+03,4.716796875000000000e+01,5.562500000000003553e-02,1.560999999999999943e+01,-1.148437500000110134e-02
2.633900000000000091e+03,4.782714843750000000e+01,2.812499999999973355e-02,1.564749999999999908e+01,4.921874999999076294e-03
2.634000000000000000e+03,4.841308593750000000e+01,6.812499999999976907e-02,1.556749999999999901e+01,-3.554687500000053291e-02
2.634099999999999909e+03,4.844970703125000000e+01,7.312500000000010658e-02,1.572000000000000064e+01,-4.375000000000461853e-03
2.634199999999999818e+03,4.819335937500000000e+01,2.797499999999999876e+00,1.554999999999999893e+01,1.551757812500000000e+01
2.634300000000000182e+03,4.855957031250000000e+01,2.794999999999999929e+00,1.571499999999999986e+01,1.552960937500000149e+01
2.634400000000000091e+03,5.084838867187500000e+01,2.817499999999999893e+00,1.573000000000000043e+01,1.542187500000000000e+01
2.634500000000000000e+03,5.106811523437500000e+01,2.842499999999999805e+00,1.573000000000000043e+01,1.545578125000000114e+01
2.634599999999999909e+03,5.114135742187500000e+01,2.832500000000000018e+00,1.538749999999999929e+01,1.546070312500000021e+01
2.634699999999999818e+03,5.084838867187500000e+01,2.935000000000000053e+00,1.569749999999999979e+01,1.547437500000000021e+01
2.634800000000000182e+03,5.432739257812500000e+01,2.870000000000000107e+00,1.558000000000000007e+01,1.548148437500000085e+01
2.634900000000000091e+03,5.484008789062500000e+01,2.875000000000000000e+00,1.597499999999999964e+01,1.545687500000000014e+01
2.635000000000000000e+03,5.502319335937500000e+01,2.830000000000000071e+00,1.567999999999999972e+01,1.548695312500000121e+01
2.635099999999999909e+03,5.505981445312500000e+01,2.959999999999999964e+00,1.553500000000000014e+01,1.545414062500000085e+01
2.635199999999999818e+03,5.617675781250000000e+01,2.915000000000000036e+00,1.552999999999999936e+01,1.548531250000000092e+01
2.635300000000000182e+03,5.971069335937500000e+01,2.942499999999999893e+00,1.549000000000000021e+01,1.547546875000000099e+01
2.635400000000000091e+03,5.952758789062500000e+01,2.930000000000000160e+00,1.565000000000000036e+01,1.548203125000000036e+01
2.635500000000000000e+03,5.972900390625000000e+01,2.927500000000000213e+00,1.570749999999999957e+01,1.541312500000000085e+01
2.635599999999999909e+03,5.980224609375000000e+01,2.907500000000000195e+00,1.564749999999999908e+01,1.545523437500000163e+01
2.635699999999999818e+03,6.315307617187500000e+01,2.967499999999999805e+00,1.539749999999999908e+01,1.543500000000000050e+01
2.635800000000000182e+03,6.390380859375000000e+01,2.944999999999999840e+00,1.537749999999999950e+01,1.548531250000000092e+01
2.635900000000000091e+03,6.362915039062500000e+01,2.972500000000000142e+00,1.547000000000000064e+01,1.546835937500000036e+01
2.636000000000000000e+03,6.381225585937500000e+01,2.975000000000000089e+00,1.554999999999999893e+01,1.546343750000000128e+01
2.636099999999999909e+03,6.606445312500000000e+01,2.972500000000000142e+00,1.554999999999999893e+01,1.543390625000000149e+01
2.636199999999999818e+03,6.697998046875000000e+01,2.984999999999999876e+00,1.573000000000000043e+01,1.543335937500000021e+01
2.636300000000000182e+03,6.747436523437500000e+01,3.024999999999999911e+00,1.566750000000000043e+01,1.538851562500000014e+01
2.636400000000000091e+03,6.710815429687500000e+01,3.022499999999999964e+00,1.559999999999999964e+01,1.548859375000000149e+01
2.636500000000000000e+03,6.732788085937500000e+01,3.000000000000000000e+00,1.532000000000000028e+01,1.547273437499999993e+01
2.636599999999999909e+03,7.020263671875000000e+01,3.020000000000000018e+00,1.562999999999999901e+01,1.547000000000000064e+01
2.636699999999999818e+03,7.005615234375000000e+01,3.032500000000000195e+00,1.560999999999999943e+01,1.544320312500000014e+01
2.636800000000000182e+03,7.045898437500000000e+01,3.062500000000000000e+00,1.543500000000000050e+01,1.548640624999999993e+01
2.636900000000000091e+03,7.012939453125000000e+01,3.042499999999999982e+00,1.559999999999999964e+01,1.541640625000000142e+01
2.637000000000000000e+03,7.245483398437500000e+01,3.057500000000000107e+00,1.574249999999999972e+01,1.549296875000000107e+01
2.637099999999999909e+03,7.309570312500000000e+01,3.057500000000000107e+00,1.557000000000000028e+01,1.545468750000000036e+01
2.637199999999999818e+03,7.274780273437500000e+01,3.072499999999999787e+00,1.568750000000000000e+01,1.546234375000000050e+01
2.637300000000000182e+03,7.316894531250000000e+01,3.100000000000000089e+00,1.575999999999999979e+01,1.543500000000000050e+01
2.637400000000000091e+03,7.335205078125000000e+01,3.089999999999999858e+00,1.569999999999999929e+01,1.545031250000000078e+01
2.637500000000000000e+03,7.556762695312500000e+01,3.109999999999999876e+00,1.567750000000000021e+01,1.545468750000000036e+01
