time,temperature,ch1,ch3,ch5
1.015579999999999927e+04,4.639892578125000000e+01,5.562500000000003553e-02,1.528999999999999915e+01,-7.273437500000046185e-02
1.015589999999999964e+04,4.643554687500000000e+01,4.562499999999980460e-02,1.528999999999999915e+01,-8.750000000000923706e-03
1.015600000000000000e+04,4.625244140625000000e+01,4.812499999999975131e-02,1.529999999999999893e+01,-3.117187500000095923e-02
1.015610000000000036e+04,4.722290039062500000e+01,3.032500000000000195e+00,1.527999999999999936e+01,1.653640624999999886e+01
1.015620000000000073e+04,4.702148437500000000e+01,2.814999999999999947e+00,1.550000000000000000e+01,1.552359375000000163e+01
1.015629999999999927e+04,4.722290039062500000e+01,2.812500000000000000e+00,1.539000000000000057e+01,1.552250000000000085e+01
1.015639999999999964e+04,4.724121093750000000e+01,2.842499999999999805e+00,1.549000000000000021e+01,1.544210937500000114e+01
1.015650000000000000e+04,4.863281250000000000e+01,2.899999999999999911e+00,1.541999999999999993e+01,1.544812500000000099e+01
1.015660000000000036e+04,4.949340820312500000e+01,2.872500000000000053e+00,1.534999999999999964e+01,1.540000000000000036e+01
1.015670000000000073e+04,4.921875000000000000e+01,2.904999999999999805e+00,1.541999999999999993e+01,1.548148437500000085e+01
1.015679999999999927e+04,4.945678710937500000e+01,2.919999999999999929e+00,1.541000000000000014e+01,1.546507812500000156e+01
1.015689999999999964e+04,4.967651367187500000e+01,2.927500000000000213e+00,1.536999999999999922e+01,1.548640624999999993e+01
1.015700000000000000e+04,5.258789062500000000e+01,2.935000000000000053e+00,1.553999999999999915e+01,1.546070312500000021e+01
1.015710000000000036e+04,5.299072265625000000e+01,2.942499999999999893e+00,1.544999999999999929e+01,1.540601562500000021e+01
1.015720000000000073e+04,5.269775390625000000e+01,2.987499999999999822e+00,1.539000000000000057e+01,1.543937500000000007e+01
1.015729999999999927e+04,5.297241210937500000e+01,2.975000000000000089e+00,1.544999999999999929e+01,1.544046875000000085e+01
1.015739999999999964e+04,5.665283203125000000e+01,2.970000000000000195e+00,1.534999999999999964e+01,1.550718750000000057e+01
1.015750000000000000e+04,5.712890625000000000e+01,2.957500000000000018e+00,1.508999999999999986e+01,1.547765625000000078e+01
1.015760000000000036e+04,5.745849609375000000e+01,3.000000000000000000e+00,1.550000000000000000e+01,1.550281250000000099e+01
1.015770000000000073e+04,5.705566406250000000e+01,2.992500000000000160e+00,1.566999999999999993e+01,1.547164062500000092e+01
1.015779999999999927e+04,5.930786132812500000e+01,3.024999999999999911e+00,1.551999999999999957e+01,1.546781250000000085e+01
1.015789999999999964e+04,6.165161132812500000e+01,3.072499999999999787e+00,1.506000000000000050e+01,1.551046875000000114e+01
1.015800000000000000e+04,6.154174804687500000e+01,3.029999999999999805e+00,1.534999999999999964e+01,1.549570312500000036e+01
1.015810000000000036e+04,6.183471679687500000e+01,3.055000000000000160e+00,1.534999999999999964e+01,1.547601562500000050e+01
1.015820000000000073e+04,6.146850585937500000e+01,3.035000000000000142e+00,1.549000000000000021e+01,1.544593750000000121e+01
1.015829999999999927e+04,6.511230468750000000e+01,3.097500000000000142e+00,1.558000000000000007e+01,1.552960937500000149e+01
1.015839999999999964e+04,6.535034179687500000e+01,3.077500000000000124e+00,1.537999999999999901e+01,1.554000000000000092e+01
1.015850000000000000e+04,6.514892578125000000e+01,3.082500000000000018e+00,1.533000000000000007e+01,1.550062500000000121e+01
1.015860000000000036e+04,6.547851562500000000e+01,3.104999999999999982e+00,1.533999999999999986e+01,1.555421875000000043e+01
1.015870000000000073e+04,6.725463867187500000e+01,3.082500000000000018e+00,1.531000000000000050e+01,1.548312500000000114e+01
1.015879999999999927e+04,6.860961914062500000e+01,3.109999999999999876e+00,1.535999999999999943e+01,1.546890625000000163e+01
1.015889999999999964e+04,6.855468750000000000e+01,3.117500000000000160e+00,1.543999999999999950e+01,1.544375000000000142e+01
1.015900000000000000e+04,6.837158203125000000e+01,3.137500000000000178e+00,1.545999999999999908e+01,1.546125000000000149e+01
1.015910000000000036e+04,6.888427734375000000e+01,3.165000000000000036e+00,1.516000000000000014e+01,1.551812500000000128e+01
1.015920000000000073e+04,7.089843750000000000e+01,3.154999999999999805e+00,1.539000000000000057e+01,1.542789062500000163e+01
1.015929999999999927e+04,7.148437500000000000e+01,3.169999999999999929e+00,1.544999999999999929e+01,1.544429687500000092e+01
