time,temperature,ch1,ch3,ch5
4.721600000000000364e+03,4.550170898437500000e+01,3.312500000000007105e-02,1.550750000000000028e+01,-3.007812500000106581e-02
4.721699999999999818e+03,4.524536132812500000e+01,5.562500000000003553e-02,1.553999999999999915e+01,1.093749999999005240e-03
4.721800000000000182e+03,4.568481445312500000e+01,9.687499999999982236e-02,1.553999999999999915e+01,-6.617187500000110134e-02
4.721899999999999636e+03,4.572143554687500000e+01,2.754999999999999893e+00,1.533999999999999986e+01,1.548039062500000007e+01
4.722000000000000000e+03,4.550170898437500000e+01,2.857499999999999929e+00,1.541999999999999993e+01,1.544101562500000036e+01
4.722100000000000364e+03,4.579467773437500000e+01,2.825000000000000178e+00,1.543999999999999950e+01,1.547875000000000156e+01
4.722199999999999818e+03,4.709472656250000000e+01,2.827500000000000124e+00,1.544999999999999929e+01,1.549351562500000057e+01
4.722300000000000182e+03,4.769897460937500000e+01,2.854999999999999982e+00,1.545999999999999908e+01,1.546453125000000028e+01
4.722399999999999636e+03,4.773559570312500000e+01,2.842499999999999805e+00,1.535999999999999943e+01,1.541640625000000142e+01
4.722500000000000000e+03,4.753417968750000000e+01,2.862499999999999822e+00,1.543999999999999950e+01,1.547492187500000149e+01
4.722600000000000364e+03,4.855957031250000000e+01,2.867500000000000160e+00,1.557000000000000028e+01,1.544484375000000043e+01
4.722699999999999818e+03,5.053710937500000000e+01,2.865000000000000213e+00,1.533000000000000007e+01,1.546945312500000114e+01
4.722800000000000182e+03,5.081176757812500000e+01,2.895000000000000018e+00,1.550999999999999979e+01,1.546125000000000149e+01
4.722899999999999636e+03,5.084838867187500000e+01,2.899999999999999911e+00,1.548000000000000043e+01,1.543937500000000007e+01
4.723000000000000000e+03,5.059204101562500000e+01,2.917499999999999982e+00,1.557000000000000028e+01,1.546179687500000099e+01
4.723100000000000364e+03,5.456542968750000000e+01,2.912500000000000089e+00,1.543999999999999950e+01,1.547929687500000107e+01
4.723199999999999818e+03,5.478515625000000000e+01,2.950000000000000178e+00,1.533000000000000007e+01,1.546453125000000028e+01
4.723300000000000182e+03,5.504150390625000000e+01,2.972500000000000142e+00,1.542999999999999972e+01,1.548476562500000142e+01
4.723399999999999636e+03,5.509643554687500000e+01,2.937500000000000000e+00,1.550000000000000000e+01,1.550500000000000078e+01
4.723500000000000000e+03,5.723876953125000000e+01,2.992500000000000160e+00,1.550000000000000000e+01,1.547164062500000092e+01
4.723600000000000364e+03,5.965576171875000000e+01,2.995000000000000107e+00,1.525999999999999979e+01,1.545906249999999993e+01
4.723699999999999818e+03,5.938110351562500000e+01,2.967499999999999805e+00,1.541000000000000014e+01,1.544812500000000099e+01
4.723800000000000182e+03,5.965576171875000000e+01,2.995000000000000107e+00,1.531000000000000050e+01,1.544867187500000050e+01
4.723899999999999636e+03,5.963745117187500000e+01,2.955000000000000071e+00,1.544999999999999929e+01,1.549078125000000128e+01
4.724000000000000000e+03,6.289672851562500000e+01,3.000000000000000000e+00,1.561999999999999922e+01,1.547328125000000121e+01
4.724100000000000364e+03,6.348266601562500000e+01,3.020000000000000018e+00,1.547000000000000064e+01,1.547492187500000149e+01
4.724199999999999818e+03,6.307983398437500000e+01,3.000000000000000000e+00,1.550000000000000000e+01,1.546617187500000057e+01
4.724300000000000182e+03,6.337280273437500000e+01,3.027499999999999858e+00,1.558999999999999986e+01,1.542570312500000007e+01
4.724399999999999636e+03,6.578979492187500000e+01,3.035000000000000142e+00,1.556000000000000050e+01,1.545140625000000156e+01
4.724500000000000000e+03,6.630249023437500000e+01,3.040000000000000036e+00,1.558000000000000007e+01,1.552085937500000057e+01
4.724600000000000364e+03,6.666870117187500000e+01,3.024999999999999911e+00,1.537999999999999901e+01,1.544484375000000043e+01
4.724699999999999818e+03,6.626586914062500000e+01,3.055000000000000160e+00,1.533999999999999986e+01,1.545359375000000135e+01
4.724800000000000182e+03,6.712646484375000000e+01,3.109999999999999876e+00,1.550000000000000000e+01,1.543828125000000107e+01
4.724899999999999636e+03,6.923217773437500000e+01,3.075000000000000178e+00,1.544999999999999929e+01,1.547218750000000043e+01
4.725000000000000000e+03,6.914062500000000000e+01,3.082500000000000018e+00,1.551999999999999957e+01,1.546289062500000000e+01
4.725100000000000364e+03,6.948852539062500000e+01,3.069999999999999840e+00,1.576999999999999957e+01,1.548804687500000021e+01
4.725199999999999818e+03,6.906738281250000000e+01,3.100000000000000089e+00,1.553999999999999915e+01,1.550828125000000135e+01
4.725300000000000182e+03,7.168579101562500000e+01,3.112499999999999822e+00,1.533000000000000007e+01,1.552195312500000135e+01
4.725399999999999636e+03,7.197875976562500000e+01,3.149999999999999911e+00,1.539000000000000057e+01,1.547656250000000000e+01
4.725500000000000000e+03,7.177734375000000000e+01,3.089999999999999858e+00,1.554999999999999893e+01,1.552578125000000142e+01
4.725600000000000364e+03,7.210693359375000000e+01,3.122500000000000053e+00,1.551999999999999957e+01,1.547382812500000071e+01
4.725699999999999818e+03,7.276611328125000000e+01,3.140000000000000124e+00,1.525999999999999979e+01,1.540328125000000092e+01
4.725800000000000182e+03,7.437744140625000000e+01,3.165000000000000036e+00,1.532000000000000028e+01,1.544921875000000000e+01
4.725899999999999636e+03,7.434082031250000000e+01,3.167499999999999982e+00,1.532000000000000028e+01,1.545851562500000043e+01
4.726000000000000000e+03,7.415771484375000000e+01,3.147499999999999964e+00,1.541999999999999993e+01,1.547382812500000071e+01
4.726100000000000364e+03,7.448730468750000000e+01,3.197499999999999787e+00,1.553999999999999915e+01,1.544812500000000099e+01
4.726199999999999818e+03,7.606201171875000000e+01,3.160000000000000142e+00,1.525000000000000000e+01,1.546617187500000057e+01
4.726300000000000182e+03,7.662963867187500000e+01,3.157500000000000195e+00,1.517999999999999972e+01,1.547437500000000021e+01
4.726399999999999636e+03,7.657470703125000000e+01,3.180000000000000160e+00,1.552999999999999936e+01,1.546179687500000099e+01
4.726500000000000000e+03,7.639160156250000000e+01,3.160000000000000142e+00,1.557000000000000028e+01,1.540820312500000000e+01
4.726600000000000364e+03,7.822265625000000000e+01,3.187500000000000000e+00,1.522000000000000064e+01,1.551429687500000121e+01
4.726699999999999818e+03,7.833251953125000000e+01,3.202500000000000124e+00,1.550999999999999979e+01,1.552523437500000014e+01
4.726800000000000182e+03,7.879028320312500000e+01,3.202500000000000124e+00,1.537999999999999901e+01,1.549296875000000107e+01
4.726899999999999636e+03,7.869873046875000000e+01,3.209999999999999964e+00,1.542999999999999972e+01,1.549898437500000092e+01
4.727000000000000000e+03,7.873535156250000000e+01,3.240000000000000213e+00,1.543999999999999950e+01,1.545687500000000014e+01
4.727100000000000364e+03,8.085937500000000000e+01,3.220000000000000195e+00,1.533999999999999986e+01,1.554382812500000099e+01
4.727199999999999818e+03,8.041992187500000000e+01,3.222500000000000142e+00,1.544999999999999929e+01,1.542898437500000064e+01
4.727300000000000182e+03,8.084106445312500000e+01,3.194999999999999840e+00,1.550000000000000000e+01,1.545796875000000092e+01
4.727399999999999636e+03,8.078613281250000000e+01,3.240000000000000213e+00,1.550000000000000000e+01,1.548968750000000050e+01
4.727500000000000000e+03,8.219604492187500000e+01,3.247500000000000053e+00,1.566999999999999993e+01,1.550335937500000050e+01
4.727600000000000364e+03,8.281860351562500000e+01,3.285000000000000142e+00,1.534750000000000014e+01,1.546015625000000071e+01
4.727699999999999818e+03,8.232421875000000000e+01,3.270000000000000018e+00,1.558999999999999986e+01,1.547546875000000099e+01
4.727800000000000182e+03,8.272705078125000000e+01,3.149999999999999911e+00,1.558000000000000007e+01,1.546562500000000107e+01
4.727899999999999636e+03,8.353271484375000000e+01,3.245000000000000107e+00,1.554999999999999893e+01,1.547656250000000000e+01
