time,temperature,ch1,ch3,ch5
1.141000000000000000e+04,4.703979492187500000e+01,-1.875000000000071054e-03,1.522000000000000064e+01,-1.804687500000046185e-02
1.141010000000000036e+04,4.700317382812500000e+01,4.812499999999975131e-02,1.536999999999999922e+01,-9.078125000000092371e-02
1.141020000000000073e+04,4.687500000000000000e+01,1.062500000000010658e-02,1.545999999999999908e+01,-5.195312500000071054e-02
1.141029999999999927e+04,4.709472656250000000e+01,2.907500000000000195e+00,1.552999999999999936e+01,1.582710937500000092e+01
1.141039999999999964e+04,4.676513671875000000e+01,2.814999999999999947e+00,1.526999999999999957e+01,1.548914062500000099e+01
1.141050000000000000e+04,4.771728515625000000e+01,2.879999999999999893e+00,1.506749999999999901e+01,1.546070312500000021e+01
1.141060000000000036e+04,4.791870117187500000e+01,2.877499999999999947e+00,1.533000000000000007e+01,1.549734375000000064e+01
1.141070000000000073e+04,4.780883789062500000e+01,2.915000000000000036e+00,1.539000000000000057e+01,1.550992187500000163e+01
1.141079999999999927e+04,4.797363281250000000e+01,2.899999999999999911e+00,1.511999999999999922e+01,1.545578125000000114e+01
1.141089999999999964e+04,4.797363281250000000e+01,2.902499999999999858e+00,1.517999999999999972e+01,1.546343750000000128e+01
1.141100000000000000e+04,5.028076171875000000e+01,2.930000000000000160e+00,1.532000000000000028e+01,1.550226562500000149e+01
1.141110000000000036e+04,5.031738281250000000e+01,2.979999999999999982e+00,1.554999999999999893e+01,1.546671875000000007e+01
1.141120000000000073e+04,5.022583007812500000e+01,2.957500000000000018e+00,1.541000000000000014e+01,1.547710937500000128e+01
1.141129999999999927e+04,5.040893554687500000e+01,2.975000000000000089e+00,1.533999999999999986e+01,1.545578125000000114e+01
1.141139999999999964e+04,5.308227539062500000e+01,2.987499999999999822e+00,1.537999999999999901e+01,1.550335937500000050e+01
1.141150000000000000e+04,5.392456054687500000e+01,3.024999999999999911e+00,1.527999999999999936e+01,1.547328125000000121e+01
1.141160000000000036e+04,5.390625000000000000e+01,2.984999999999999876e+00,1.522000000000000064e+01,1.544210937500000114e+01
1.141170000000000073e+04,5.381469726562500000e+01,3.027499999999999858e+00,1.516000000000000014e+01,1.554164062500000121e+01
1.141179999999999927e+04,5.593872070312500000e+01,2.997500000000000053e+00,1.543999999999999950e+01,1.550554687500000028e+01
1.141189999999999964e+04,5.800781250000000000e+01,3.062500000000000000e+00,1.533999999999999986e+01,1.548750000000000071e+01
1.141200000000000000e+04,5.850219726562500000e+01,3.035000000000000142e+00,1.534999999999999964e+01,1.544539062499999993e+01
1.141210000000000036e+04,5.841064453125000000e+01,3.027499999999999858e+00,1.527999999999999936e+01,1.546070312500000021e+01
1.141220000000000073e+04,5.830078125000000000e+01,3.060000000000000053e+00,1.516000000000000014e+01,1.549187500000000028e+01
1.141229999999999927e+04,6.247558593750000000e+01,3.067499999999999893e+00,1.547000000000000064e+01,1.546125000000000149e+01
1.141239999999999964e+04,6.238403320312500000e+01,3.087499999999999911e+00,1.527999999999999936e+01,1.550992187500000163e+01
1.141250000000000000e+04,6.276855468750000000e+01,3.165000000000000036e+00,1.545999999999999908e+01,1.550007812499999993e+01
1.141260000000000036e+04,6.264038085937500000e+01,3.120000000000000107e+00,1.517999999999999972e+01,1.544046875000000085e+01
1.141270000000000073e+04,6.520385742187500000e+01,3.082500000000000018e+00,1.531000000000000050e+01,1.546234375000000050e+01
1.141279999999999927e+04,6.652221679687500000e+01,3.104999999999999982e+00,1.509750000000000014e+01,1.548531250000000092e+01
1.141289999999999964e+04,6.608276367187500000e+01,3.129999999999999893e+00,1.528999999999999915e+01,1.549843750000000142e+01
1.141300000000000000e+04,6.652221679687500000e+01,3.160000000000000142e+00,1.554999999999999893e+01,1.550554687500000028e+01
1.141310000000000036e+04,6.643066406250000000e+01,3.132499999999999840e+00,1.532000000000000028e+01,1.549898437500000092e+01
1.141320000000000073e+04,6.928710937500000000e+01,3.180000000000000160e+00,1.527999999999999936e+01,1.549898437500000092e+01
1.141329999999999927e+04,6.965332031250000000e+01,3.145000000000000018e+00,1.529999999999999893e+01,1.545414062500000085e+01
1.141339999999999964e+04,6.917724609375000000e+01,3.187500000000000000e+00,1.526999999999999957e+01,1.552851562500000071e+01
1.141350000000000000e+04,6.961669921875000000e+01,3.174999999999999822e+00,1.541999999999999993e+01,1.547765625000000078e+01
1.141360000000000036e+04,7.175903320312500000e+01,3.189999999999999947e+00,1.523000000000000043e+01,1.546890625000000163e+01
1.141370000000000073e+04,7.221679687500000000e+01,3.194999999999999840e+00,1.539000000000000057e+01,1.547218750000000043e+01
1.141379999999999927e+04,7.247314453125000000e+01,3.225000000000000089e+00,1.545999999999999908e+01,1.549351562500000057e+01
1.141389999999999964e+04,7.196044921875000000e+01,3.222500000000000142e+00,1.525999999999999979e+01,1.551101562500000064e+01
1.141400000000000000e+04,7.335205078125000000e+01,3.217499999999999805e+00,1.535999999999999943e+01,1.544812500000000099e+01
1.141410000000000036e+04,7.479858398437500000e+01,3.192499999999999893e+00,1.516000000000000014e+01,1.546453125000000028e+01
1.141420000000000073e+04,7.483520507812500000e+01,3.234999999999999876e+00,1.533000000000000007e+01,1.551101562500000064e+01
1.141429999999999927e+04,7.505493164062500000e+01,3.259999999999999787e+00,1.525999999999999979e+01,1.543718750000000028e+01
1.141439999999999964e+04,7.457885742187500000e+01,3.259999999999999787e+00,1.544999999999999929e+01,1.540437499999999993e+01
1.141450000000000000e+04,7.727050781250000000e+01,3.242500000000000160e+00,1.542999999999999972e+01,1.547820312500000028e+01
1.141460000000000036e+04,7.725219726562500000e+01,3.234999999999999876e+00,1.549000000000000021e+01,1.551703125000000050e+01
1.141470000000000073e+04,7.727050781250000000e+01,3.250000000000000000e+00,1.524000000000000021e+01,1.548859375000000149e+01
1.141479999999999927e+04,7.747192382812500000e+01,3.310000000000000053e+00,1.547000000000000064e+01,1.546343750000000128e+01
1.141489999999999964e+04,7.844238281250000000e+01,3.299999999999999822e+00,1.559999999999999964e+01,1.547984375000000057e+01
1.141500000000000000e+04,7.966918945312500000e+01,3.337499999999999911e+00,1.542999999999999972e+01,1.542406250000000156e+01
1.141510000000000036e+04,7.944946289062500000e+01,3.305000000000000160e+00,1.534999999999999964e+01,1.546070312500000021e+01
1.141520000000000073e+04,7.950439453125000000e+01,3.290000000000000036e+00,1.525999999999999979e+01,1.550007812499999993e+01
1.141529999999999927e+04,7.974243164062500000e+01,3.347500000000000142e+00,1.516000000000000014e+01,1.550937500000000036e+01
1.141539999999999964e+04,8.124389648437500000e+01,3.334999999999999964e+00,1.532000000000000028e+01,1.546453125000000028e+01
1.141550000000000000e+04,8.188476562500000000e+01,3.370000000000000107e+00,1.537999999999999901e+01,1.550335937500000050e+01
1.141560000000000036e+04,8.164672851562500000e+01,3.350000000000000089e+00,1.536999999999999922e+01,1.545523437500000163e+01
1.141570000000000073e+04,8.164672851562500000e+01,3.392500000000000071e+00,1.542999999999999972e+01,1.544867187500000050e+01
1.141579999999999927e+04,8.364257812500000000e+01,3.379999999999999893e+00,1.525999999999999979e+01,1.541585937500000014e+01
1.141589999999999964e+04,8.345947265625000000e+01,3.412500000000000089e+00,1.529999999999999893e+01,1.547218750000000043e+01
1.141600000000000000e+04,8.402709960937500000e+01,3.405000000000000249e+00,1.543999999999999950e+01,1.546125000000000149e+01
1.141610000000000036e+04,8.375244140625000000e+01,3.412500000000000089e+00,1.509999999999999964e+01,1.540875000000000128e+01
1.141620000000000073e+04,8.450317382812500000e+01,3.410000000000000142e+00,1.519999999999999929e+01,1.554875000000000007e+01
1.141629999999999927e+04,8.598632812500000000e+01,3.410000000000000142e+00,1.519999999999999929e+01,1.547273437499999993e+01
1.141639999999999964e+04,8.549194335937500000e+01,3.407500000000000195e+00,1.518999999999999950e+01,1.544703125000000021e+01
1.141650000000000000e+04,8.600463867187500000e+01,3.407500000000000195e+00,1.539000000000000057e+01,1.546398437500000078e+01
1.141660000000000036e+04,8.576660156250000000e+01,3.455000000000000071e+00,1.531000000000000050e+01,1.544210937500000114e+01
1.141670000000000073e+04,8.750610351562500000e+01,3.427500000000000213e+00,1.520999999999999908e+01,1.544593750000000121e+01
1.141679999999999927e+04,8.790893554687500000e+01,3.442499999999999893e+00,1.529999999999999893e+01,1.552250000000000085e+01
1.141689999999999964e+04,8.735961914062500000e+01,3.459999999999999964e+00,1.528999999999999915e+01,1.545578125000000114e+01
1.141700000000000000e+04,8.789062500000000000e+01,3.399999999999999911e+00,1.544999999999999929e+01,1.543773437500000156e+01
1.141710000000000036e+04,8.887939453125000000e+01,3.484999999999999876e+00,1.524000000000000021e+01,1.547820312500000028e+01
