device_id,sample_rate_hz,device_group_count_found,device_group_count_processed,group_id,ch1_file,ch3_file,ch5_file,ch1_raw_len,ch3_raw_len,ch5_raw_len,voltage_start_idx,voltage_end_idx,voltage_trim_len,falling_edge_count_all,falling_edges_all,falling_edges_used,temp_peak_count_all,temp_peaks_used_global,temp_peak_idx_global,temp_peak_idx_in_segment,temp_start_idx,temp_end_idx,aligned_len,used_cycles,is_partial_group,alignment_mode
17,10.0,1,1,351,20260101_PC_351_17_ch1.mat,20260101_PC_351_17_ch3.mat,20260101_PC_351_17_ch5.mat,4032,4032,4032,6,4024,4018,10,"[161, 563, 965, 1367, 1769, 2171, 2573, 2975, 3377, 3779]","[161, 563, 965, 1367, 1769, 2171, 2573, 2975, 3377, 3779]",112,"[160, 565, 970, 1370, 1772, 2172, 2577, 2977, 3377, 3782]",160,155,5,4023,4018,10,0,regular_full
