time,temperature,voltage
1.674299999999999955e+03,4.735107421875000000e+01,2.812499999999973355e-02
1.674400000000000091e+03,4.817504882812500000e+01,5.062500000000014211e-02
1.674500000000000000e+03,4.830322265625000000e+01,4.812499999999975131e-02
1.674599999999999909e+03,4.837646484375000000e+01,2.782500000000000195e+00
1.674700000000000045e+03,4.804687500000000000e+01,2.770000000000000018e+00
1.674799999999999955e+03,5.097656250000000000e+01,2.839999999999999858e+00
1.674900000000000091e+03,5.106811523437500000e+01,2.830000000000000071e+00
1.675000000000000000e+03,5.121459960937500000e+01,2.819999999999999840e+00
1.675099999999999909e+03,5.126953125000000000e+01,2.839999999999999858e+00
1.675200000000000045e+03,5.295410156250000000e+01,2.875000000000000000e+00
1.675299999999999955e+03,5.507812500000000000e+01,2.830000000000000071e+00
1.675400000000000091e+03,5.485839843750000000e+01,2.877499999999999947e+00
1.675500000000000000e+03,5.498657226562500000e+01,2.890000000000000124e+00
1.675599999999999909e+03,5.507812500000000000e+01,2.907500000000000195e+00
1.675700000000000045e+03,5.925292968750000000e+01,2.912500000000000089e+00
1.675799999999999955e+03,5.989379882812500000e+01,2.964999999999999858e+00
1.675900000000000091e+03,5.963745117187500000e+01,2.939999999999999947e+00
1.676000000000000000e+03,5.980224609375000000e+01,2.927500000000000213e+00
1.676099999999999909e+03,6.296997070312500000e+01,2.967499999999999805e+00
1.676200000000000045e+03,6.362915039062500000e+01,2.992500000000000160e+00
1.676299999999999955e+03,6.405029296875000000e+01,2.942499999999999893e+00
1.676400000000000091e+03,6.379394531250000000e+01,2.975000000000000089e+00
1.676500000000000000e+03,6.459960937500000000e+01,2.990000000000000213e+00
1.676599999999999909e+03,6.729125976562500000e+01,2.984999999999999876e+00
1.676700000000000045e+03,6.703491210937500000e+01,2.852500000000000036e+00
1.676799999999999955e+03,6.747436523437500000e+01,3.002499999999999947e+00
1.676900000000000091e+03,6.718139648437500000e+01,3.000000000000000000e+00
1.677000000000000000e+03,6.998291015625000000e+01,3.017500000000000071e+00
1.677099999999999909e+03,7.038574218750000000e+01,3.012500000000000178e+00
1.677200000000000045e+03,7.003784179687500000e+01,3.024999999999999911e+00
1.677299999999999955e+03,7.051391601562500000e+01,2.937500000000000000e+00
1.677400000000000091e+03,7.137451171875000000e+01,3.075000000000000178e+00
